author_name,rating,review_text,review_date,app_version,platform
Elaina McDonald,5,"Awesome App! You can even make check deposits through it. Although you can do so much more, I love it just for that reason.",2023-07-21T13:56:20-07:00,Unknown,android
Janet Coats,5,👍👍 2 thumbs up!,2023-07-19T15:20:56-07:00,2023.03.00,android
K Duvall,5,So easy,2023-07-18T23:59:42-07:00,2023.03.00,android
Melane Gonsalves,1,This is not member friendly you can't choose a date,2023-07-12T21:07:56-07:00,2023.03.00,android
Scott Mawby,5,Smooth and intuitive,2023-07-11T17:48:24-07:00,2023.03.00,android
R,5,Very user-friendly. A pleasure to use.,2023-07-11T11:18:20-07:00,2023.03.00,android
Marcella Johnson,5,Great,2023-07-10T14:17:57-07:00,2023.03.00,android
Val King,4,"I'm venturing back into the bank after surviving the ""09"" housing crash cold feet you could say. A very nice young man named Matt from the Lenexa Kansas Branch was very polite and informative on what my next steps should be. I truly love the home town feel of the Community America in independence and im sure i will love the one in KC as well. Thank you Matt",2023-07-10T11:36:37-07:00,2023.03.00,android
Susan DeHaven Bass,5,"Except for not putting the maturation date of CD's, I find everything is easy and available.",2023-07-09T19:12:54-07:00,2023.03.00,android
Terry Thompson,5,it's really easy to use. Nice app.,2023-07-07T07:28:12-07:00,2023.03.00,android
Eugene Tiebout,4,Does what I need it to do!,2023-07-06T14:49:14-07:00,2023.03.00,android
Stuart Tredway,5,Absolutely Excellent!!!,2023-07-05T14:54:58-07:00,2023.03.00,android
Yashar Onewest,5,Love it,2023-07-04T04:38:56-07:00,2023.03.00,android
khumbo Munthali,5,User-friendly,2023-07-02T22:14:30-07:00,2022.09.02,android
Tony Montero,5,free worried thank you !,2023-07-01T19:59:16-07:00,2022.09.02,android
John “Sub Zero” Pavlovsky,3,Newest update has a bug the transfer button was removed and replaced with the more button twice,2023-07-01T16:34:36-07:00,2023.03.00,android
Patrick M. Gallen,5,The best!,2023-06-30T11:06:55-07:00,2023.03.00,android
Yvonne Brown,5,There Always Nice And Friendly & Very Polite 💖💯💖💯,2023-06-30T05:38:34-07:00,2023.03.00,android
Gary Stewart,5,Simple straight forward has quick links to exactly what is desired and then some.,2023-06-29T13:32:14-07:00,2023.03.00,android
Vanessa Hickman,5,Thank you,2023-06-29T13:19:01-07:00,2023.03.00,android
Randy Aguirre,5,I like how quick and easy it is to access our account with out a problem.,2023-06-24T20:39:03-07:00,2023.03.00,android
Amy Fisher,5,Love the ease of it!!,2023-06-24T16:44:21-07:00,2023.03.00,android
rose milton,5,Quick easy and fast online banking...,2023-06-23T10:05:05-07:00,2023.03.00,android
Carlos Vides Advisor Academy,5,Great service thank you,2023-06-22T19:08:53-07:00,2023.03.00,android
Annette Davis,5,Great,2023-06-19T09:41:16-07:00,2023.03.00,android
Kristin,5,Great app easy money managing,2023-06-18T05:55:10-07:00,2023.03.00,android
Regina Ochonogor,5,Wonderful n awesome,2023-06-17T09:54:31-07:00,2023.03.00,android
Two-Liter Bowls,5,"Great app 5/5. Runs smooth, no lag, simple user interface with great features. Much better than the website.",2023-06-17T08:44:38-07:00,2023.03.00,android
Danny Lanning,5,Fabulous,2023-06-17T07:38:56-07:00,2023.03.00,android
Heather Daise,2,It's getting harder to log in it acts up a lot,2023-06-16T09:01:06-07:00,2023.03.00,android
Glen Campbell,5,Great service,2023-06-15T11:23:36-07:00,2023.03.00,android
Donald W Stout,5,A Great banking app,2023-06-13T14:06:28-07:00,2022.09.02,android
Kate Karnes,2,"It's fussy, limited use for account",2023-06-12T09:28:54-07:00,2023.03.00,android
Jim McNeece,5,Always reliable and very easy to use,2023-06-10T08:35:00-07:00,2023.03.00,android
Ed Hollman,5,Exceptional always pleased.,2023-06-08T21:20:26-07:00,2023.03.00,android
Nathan Bishop,5,Remote check deposit feature is well designed and reliable and has been for years!,2023-06-08T05:03:27-07:00,2023.03.00,android
Gwen Stephenson,5,Easy to use & understand,2023-06-07T13:03:21-07:00,Unknown,android
Arlando Shannon,4,Great,2023-06-07T09:27:01-07:00,2023.03.00,android
Mary Tumele,5,Love using deposit feature!,2023-06-07T00:05:48-07:00,2023.03.00,android
Jimmie Austin,5,"Great bank at Todd George Rd. Always friendly and never gets upset with us "" old people "" when we bug them over things we don't understand. Just with there was a CACU bank closer to home. Thank you to all at TGR for putting up with me.",2023-06-05T18:18:08-07:00,2023.03.00,android
Ford Miller,5,So easy to use!,2023-06-04T07:03:46-07:00,2023.03.00,android
Renzo Gutierrez,5,Awesome.,2023-06-04T02:52:01-07:00,2023.03.00,android
Reed Hess,4,I like this service,2023-06-03T19:50:26-07:00,2023.03.00,android
Lisa Haigh,5,I am new to com am. Very easy to use. Very helpful personnel at 350 hwy hi vee. Going well.,2023-06-03T15:33:16-07:00,Unknown,android
Connie Mcgrath,5,I love my community america bank!!!,2023-06-02T17:45:43-07:00,2023.03.00,android
Yesenia Law,5,Amazing as usual,2023-06-02T12:18:00-07:00,2023.03.00,android
Kylin Finley,3,"UI is okay, but more should be baked into the app rather than web ui pulls especially from credit reports or credit cards. App does function, but needs much more improvement to keep up with the modern era. Account linking is also missing.",2023-06-02T02:29:57-07:00,2023.03.00,android
Miles Cameron Crabtree,5,Hasn't failed me yet,2023-05-31T16:12:47-07:00,2023.03.00,android
Ann Reed,5,Easy and quick!,2023-05-30T19:23:08-07:00,2023.03.00,android
Sterling Rogers,5,Fast,2023-05-30T11:25:05-07:00,2023.03.00,android
Allan Buford,5,Always easy,2023-05-27T06:47:03-07:00,2023.03.00,android
PRC,5,Good,2023-05-26T15:47:54-07:00,2023.03.00,android
Leah Taylor,5,Easy to navigate and use for mobile banking.,2023-05-26T11:08:08-07:00,2023.03.00,android
Josh Habada,4,Most of the app works great and does exactly what you need it to. I would make it 5 stars but it doesn't have a button to let me turn overdraft on or off when I want. A button like this would make sure you if you Don't Want over draft protection you can turn it on or off. That way it never gets added randomly to take money out of your account when you don't have it turned on.,2023-05-26T04:03:09-07:00,2023.03.00,android
Ramses Solis,5,Easy to use. Happy with the experience!,2023-05-25T22:07:33-07:00,2023.03.00,android
A Google user,4,The app is easy to use. Very user friendly.,2023-05-25T18:07:37-07:00,2023.03.00,android
Michael Roche,5,Easy,2023-05-25T14:37:59-07:00,2023.03.00,android
Jeff Hagerman,5,App works Great. Have had no issues.,2023-05-24T09:12:53-07:00,2023.03.00,android
Linda Leahy,5,This app is the most user friendly app I've ever used. It supplies you with the information you need to stay on top of things and gives me the ability to keep my accounts in order.,2023-05-24T06:25:37-07:00,2023.03.00,android
Ruth Thompson,4,Works a lot better now.,2023-05-20T16:37:25-07:00,2023.03.00,android
Chappie Clark,1,Won't stop freezing,2023-05-20T11:57:52-07:00,2023.03.00,android
Angela Booker,5,Site very quick and easy to use!,2023-05-19T17:40:35-07:00,2023.03.00,android
Valerie Lee,5,Easy to use,2023-05-19T16:41:06-07:00,2023.03.00,android
Stephen Cole,4,You can pretty much take care of everything right through the app,2023-05-18T11:42:11-07:00,2023.03.00,android
Jerry McCleery,5,Very easy,2023-05-17T22:19:01-07:00,2023.03.00,android
Lt_Dans_Legs,5,Always good for the most part quick and easy but I would like to be able to start getting your routing number from.yhr app instead going to the actual web site.,2023-05-17T09:05:06-07:00,2023.03.00,android
rayfield smith,5,Good OverAll App,2023-05-15T21:24:38-07:00,6.2.3.0,android
Sarah Schmidt,5,It's fast and easy to use!,2023-05-15T15:14:39-07:00,Unknown,android
Tim Gentry,5,💗💗💗💗,2023-05-15T09:50:23-07:00,2023.03.00,android
Paul Butler,5,Love the bank and app,2023-05-13T14:13:37-07:00,2023.03.00,android
ART AKEY,3,always need code,2023-05-13T12:25:16-07:00,2023.03.00,android
Sharon Bovee,5,Easy app to navigate,2023-05-13T10:06:08-07:00,2023.03.00,android
Rhaine Green,5,I love this bank and the app is so easy to use,2023-05-12T16:42:48-07:00,2023.03.00,android
Joyce Samuels,5,No problems with app,2023-05-12T08:18:19-07:00,2023.03.00,android
Cody Truitt,5,Great!,2023-05-12T05:43:32-07:00,2023.03.00,android
Charlotte Ceccoli,5,Very convenient.,2023-05-10T17:01:10-07:00,2023.03.00,android
Don Oldham,5,Easy-to-use,2023-05-09T13:41:25-07:00,2023.03.00,android
Creston Witte,1,Community America will charge for $28.00 if your account goes $3.00 negative. Despite having money in multiple savings account in the same name. Its just stealing.,2023-05-08T20:20:08-07:00,2023.03.00,android
May Underwood,5,Easy to use,2023-05-07T16:00:24-07:00,2023.03.00,android
Jesse Wulf,5,Wonderful.,2023-05-06T16:50:33-07:00,2023.03.00,android
TERRESA Davis,5,Very easy I'm loving it the best ever,2023-05-06T09:40:18-07:00,2022.09.02,android
Jerry Weimer,5,"Doseall I need, and does it well.",2023-05-06T08:58:13-07:00,2023.03.00,android
james walker,5,Very helpful when needed to transfer money of to check your account,2023-05-05T16:33:31-07:00,2023.03.00,android
Rob Frederick,5,Great service!,2023-05-04T15:38:31-07:00,2023.03.00,android
Sharla Riead,5,"I have a few banking apps I have to use, and this one beats them all! It is so fast and intuitive, and the remote deposit function works every time. (Which is more than I can say for the others. )",2023-05-04T12:58:35-07:00,Unknown,android
Ronin L,5,"Great app, it makes banking on the go easy.",2023-05-03T03:37:42-07:00,2023.03.00,android
Adesjola Tucker,5,So I've been a customer a long time now. The app is very helpful with seeing my account info.,2023-05-02T18:50:07-07:00,2023.03.00,android
Steve Evans,2,Mobile check deposit portion is garbage. It doesn't like the photos no matter what you do.,2023-05-02T12:55:44-07:00,2023.03.00,android
Renee,5,Simple and easy!!,2023-05-01T22:38:37-07:00,2023.03.00,android
Debbie Ochoa,5,Use every day,2023-05-01T04:48:44-07:00,2023.03.00,android
David Saunders,5,"Great,easy",2023-04-29T17:21:40-07:00,2023.03.00,android
Micky Chapmen,5,Great App!,2023-04-29T08:16:21-07:00,2023.03.00,android
Brennen Gough,5,I love this app never crashes so easy to use keeps me updated on everything with my account,2023-04-28T19:59:15-07:00,2023.03.00,android
Barbara Meador,5,Usually good 😊,2023-04-28T15:39:46-07:00,2023.03.00,android
Michelle Nolting,5,I always have a good excuse with this app!,2023-04-28T07:06:25-07:00,2023.03.00,android
mellanie dupree,5,Awesome. I love it,2023-04-27T22:40:42-07:00,Unknown,android
Doug Hann,5,All functions are easy to use.,2023-04-27T10:47:36-07:00,2023.03.00,android
Jason Summers,5,Great when working,2023-04-27T10:42:48-07:00,2023.03.00,android
Andrew Eckert,4,"Decent, sometimes the app messes up, but overall, I'm really happy about this app",2023-04-27T08:53:32-07:00,2023.03.00,android
Willy Mead,5,❤️❤️❤️❤️❤️,2023-04-27T05:38:13-07:00,2023.03.00,android
skip philippi,5,Quick and easy,2023-04-26T14:01:53-07:00,2023.03.00,android
P Cady,2,"Does not have the functionality I expect. Deposits don't post in a timely manner sometimes. Every time there's an update, the functionality is worse. At times the site and app are down especially in the morning when a lot of business is done.",2023-04-26T10:09:16-07:00,2023.03.00,android
Phil Partee,5,Easy to use,2023-04-26T04:30:34-07:00,2023.03.00,android
Daniel Portillo,5,It's very pleasant.,2023-04-25T12:08:09-07:00,2022.09.02,android
Mary Licata,5,Easy to use,2023-04-25T10:48:18-07:00,2022.09.02,android
Marciana Reaws,5,Great,2023-04-22T20:07:51-07:00,2022.09.02,android
Bob Schmidt,5,"Works great on my Samsung Galaxy SJ7. Clear options and account information, very well set up, easy to use..",2023-04-22T19:07:01-07:00,2022.09.02,android
Aries,5,I Love the customer experience you guys deliver. Thanks You,2023-04-18T15:04:49-07:00,2022.09.02,android
Mar mar,5,The best,2023-04-13T17:40:51-07:00,2022.09.02,android
Evan Troncoso,5,Easy to use,2023-04-11T14:17:59-07:00,2022.09.02,android
Joyce Rice,5,This app is easy to read and everything is very simple but efficient! Thanks CAC,2023-04-06T12:47:29-07:00,2022.09.02,android
Kathie Resch,1,I should be able to change billing info and anything else I need to on the app without having to go online.,2023-04-06T08:54:41-07:00,2022.09.02,android
Janette Howe (Jenny),5,I love being able to see my transactions and balance daily. Having so my statements available through the app has been very helpful!,2023-04-06T07:19:02-07:00,2022.09.02,android
Janiya Mcmillian,3,its all right,2023-04-05T17:52:49-07:00,2022.09.02,android
Jay Pugh,5,Good Experience,2023-04-03T12:18:38-07:00,2022.09.02,android
Michelle Cox,5,Absolutely love this app and it's so helpful,2023-04-02T11:23:13-07:00,2022.09.02,android
j s,5,Great app!,2023-03-31T17:29:49-07:00,2022.09.02,android
Nick TheGreat,5,Very simple and straightforward.,2023-03-31T13:23:22-07:00,2022.09.02,android
Mario Alvarez,5,Amazing!!!,2023-03-30T14:05:49-07:00,2022.09.02,android
AC,2,Not very impressed,2023-03-24T13:20:23-07:00,2022.09.02,android
chris baldwin,5,Easily the beat bank I've ever had...,2023-03-24T03:30:09-07:00,2022.09.02,android
Frank Ferrell,5,"Very easy to use, even for an old fart",2023-03-23T16:01:08-07:00,2022.09.02,android
Shawn Peters,5,Excellent,2023-03-23T09:44:29-07:00,2022.09.02,android
Theodore Meglemre,5,Easy to use and almost the same full functionality as using a laptop with a web browser. I do wish the new version allowed for fingerprint sign on ID.,2023-03-19T17:42:59-07:00,2022.09.02,android
Deliseo V P Studio,5,The app is easy to work with/intuitive!,2023-03-19T14:20:27-07:00,Unknown,android
Sabrina Turley,5,Easy and pain free,2023-03-18T11:22:49-07:00,2022.09.02,android
Julie Poling,5,The CACU app makes it so much easier to navigate this thing called life!!,2023-03-16T08:06:07-07:00,2022.09.02,android
Emilee Holmes,5,Love this bank. Very helpful ever since I joined.,2023-03-15T23:12:47-07:00,2022.09.02,android
Charles Luppens,5,Community America Great App,2023-03-15T08:02:36-07:00,2022.09.02,android
Theodore Swortwood,5,Best mobile retail banking app out there.,2023-03-14T14:27:30-07:00,2022.09.02,android
Sylvia Oliva,5,"Easy, clear, quick.",2023-03-12T19:37:12-07:00,2022.09.02,android
Judy,5,Excellent,2023-03-11T09:59:37-08:00,2022.09.02,android
Synquis Phillips,5,It's very useful.,2023-03-10T07:18:58-08:00,2022.09.02,android
Donna Oakley,5,Awesome.,2023-03-08T08:41:01-08:00,2022.09.02,android
Gerald Cierpiot,1,When I look at an individual check I cannot back out. I have to get all the way out of the app and come back in.,2023-03-07T22:28:10-08:00,2022.09.02,android
Jason TruthRider Hill,5,Beautiful interface. Seamless interactions.,2023-03-05T21:08:13-08:00,2022.09.02,android
Judith Rose,5,Blessedly simple and concise- easy navigation. Love it!,2023-03-04T08:30:53-08:00,2022.09.02,android
mitchell miller,4,Do wish your app had the lock card feature but other then that its good!,2023-03-03T16:12:43-08:00,2022.09.02,android
David “Dee”,5,Easy to use,2023-03-03T09:41:22-08:00,Unknown,android
Robert Heinzinger,5,Awesome!,2023-03-02T15:30:12-08:00,2022.09.02,android
Monday Crawford,5,I so needed this. It really helps manage things.,2023-03-02T15:21:00-08:00,2022.09.02,android
Greg Gammons,5,You are always there to help,2023-03-02T09:08:05-08:00,Unknown,android
anthony lipai,5,Easy to use and fast,2023-03-01T03:34:53-08:00,2022.09.02,android
Steve Zimmer,5,Easy to use,2023-02-28T15:09:08-08:00,2022.09.02,android
Ron Pouliot,5,Very convenient and easy to use.,2023-02-28T14:22:24-08:00,2022.09.02,android
Judy Boustead,5,I love love CACU! The app is very user friendly. I love mobile deposit. It is the best! They always work with me if I have a problem. I would give 10 stars if I could!,2023-02-26T12:52:34-08:00,2022.09.02,android
John Warner,1,Mobile check deposit is a pain,2023-02-25T19:18:05-08:00,2022.09.02,android
Aubrey Dennis,5,Is a great app,2023-02-24T19:54:53-08:00,2022.09.02,android
Antonio Perdomo,3,"The system should use the light/flash from the phone to allow more light on the checks being deposited, poor lighting makes it difficult to take good pictures",2023-02-24T15:00:17-08:00,Unknown,android
RAFAEL MEDRANO,5,Great app,2023-02-24T09:42:42-08:00,2022.09.02,android
Jacob Shoop,2,No more biometric login? Why get rid of a very convenient feature like that?,2023-02-24T06:03:40-08:00,2022.09.02,android
Cory “Creole” Franklin,5,An awesome banking app.. best credit union ever!,2023-02-23T06:08:05-08:00,2022.09.02,android
Ellie Daniels,5,Convenient and awesome,2023-02-22T15:14:34-08:00,2022.09.02,android
Melany Duncan,5,"Easy to use, see multiple accounts at once, & transferring between accounts is simple & fast.",2023-02-21T19:08:35-08:00,2022.09.02,android
Mary Jo Upchurch,5,Everything is so simple. Their app is wonderful the bank itself it's just full of extremely friendly helpful people,2023-02-21T18:01:10-08:00,2022.09.02,android
Phillip Amstutz,5,Works well so far! You can tell that they invested some money in whatever company/companies created/run the app. No complaints here :),2023-02-19T21:00:08-08:00,2022.06.01,android
MISHIA ODELL,5,Always easy to work with and the best rates for loans!!,2023-02-19T16:20:55-08:00,2022.09.02,android
Juanita Ballard,5,Easy to use lots of options not available with other banks.,2023-02-19T15:43:50-08:00,Unknown,android
Laura Thompson,5,"I think it's super-fast and easy to check my balances, purchases, and make my car payment. Way easier than that other bank I was with for 23 years and they did nothing for me!",2023-02-17T07:33:03-08:00,2022.09.02,android
Tim Britton,5,LOVE CACU! THE BEST BANK I HAVE EVER WORKED WITH!,2023-02-16T17:31:29-08:00,2022.09.02,android
Misty Gaito,3,I wish it would give you the option to remember me for logging in. Also the mobile deposit isn't the best at detecting boarders.,2023-02-16T16:49:45-08:00,2022.09.02,android
Coko Reymond,5,Easy and very convenient,2023-02-14T12:11:26-08:00,2022.09.02,android
Jonathan Clark,1,"They have STOLEN over $300 from me. I am closing my account. They have charged me overdraft fees with positive balances that the over draft fees sent me negative, and then charged me overdraft fees again. I have contacted a lawyer to sue since they refuse to admit their mistakes & refund me. Guess I'll have to settle for hundreds of thousands instead of the wrongfully charged overdraft fees. DO NOT USE THIS SCAM OF A CREDIT UNION. Several months with a kickback despite meeting requirements.",2023-02-13T20:12:07-08:00,2022.09.02,android
Alyssa Bias,5,User friendly and secure,2023-02-13T07:19:04-08:00,2022.09.02,android
W. Neil Cauveren,4,"App working much better! Would love to see pending and scheduled bill pays (just those in the next month) visible in the register and a total with those taken out. Also, an option to add a record to register when writing a check so it is visible. Maybe a check box so user can check it off when it shows up as being cashed. Then dissapears...",2023-02-11T20:15:03-08:00,2022.09.02,android
Ed Peaslee,1,Worst use of taking pictures. Can get the to take deposits. Have retake pictures over and over,2023-02-11T16:34:38-08:00,2022.09.02,android
Patricia Kessinger,3,Keeps throwing me out. Had to chg my pin.,2023-02-11T15:39:54-08:00,2022.09.02,android
Dave Monteil,5,Awesome Staff always greeting everybody as they enter the Lobby. This a different of banking that you don't see anymore. Pays good interest on my savings and CD. Check it out you won't be disappointed. ☆☆☆☆☆,2023-02-10T19:32:45-08:00,2022.09.02,android
Shawn Kusnetzky,5,Banking made simple!,2023-02-10T16:53:42-08:00,2022.09.02,android
Patricia Whitley,5,Great,2023-02-10T03:09:50-08:00,2022.09.02,android
Sue Martin,5,Great wish all apps so easy,2023-02-09T11:11:27-08:00,2022.09.02,android
Renee Newman,5,I love the convenience of this app.,2023-02-08T21:51:07-08:00,2022.09.02,android
joy kiddle,5,"Still love the app! Easy app to navigate. Love that I can deposit checks, and transfer funds, when I need to. Wish you supported Samsung or Google pay!.",2023-02-08T17:45:09-08:00,2022.09.02,android
CBP Intl,4,Good service,2023-02-06T21:12:36-08:00,Unknown,android
Charles Riley,5,I find ease of use with this software very worth while.,2023-02-02T22:34:12-08:00,2022.09.02,android
Perr Nielsen,5,Great app experience,2023-02-02T10:25:57-08:00,Unknown,android
Whitney Frizell,1,From 5 to 1 star. Their app and their website are very deceiving when talking about your balance. I balance my account and the way each line in the transactions section reads it never adds up to what I have. It is confusing as all get out. So I get over draft fees because I think that I have a certain amount of money and I don't then you see the transaction history and do your own math and it jsut doesn't add up. And that is because you have to subtract your transaction from 2 more lines up. 🤬,2023-02-02T06:56:17-08:00,2022.09.02,android
Stephan Brown,5,Love it,2023-02-01T19:43:42-08:00,2022.09.02,android
Erica Carper,1,Always something with these guys. Don't expect mobile deposit to work. Ugh.,2023-02-01T11:09:37-08:00,2022.09.02,android
Lisa B,5,Fast and easy,2023-01-31T15:21:36-08:00,2022.09.02,android
Roger Steyaert,5,"I enjoy everything about Community America Credit Union, Roger",2023-01-31T09:06:04-08:00,2022.09.02,android
Morton Berlin,5,"Great apps. Easy to use for any transaction, transfer of funds, bill paying, etc.",2023-01-31T07:38:00-08:00,2022.09.02,android
Rox R,5,"Good bank, has edits and stuff but i like em",2023-01-30T17:45:51-08:00,2022.09.02,android
Crystal Greer,5,It is easy to navigate between accounts and access needed information.,2023-01-28T10:35:55-08:00,2022.09.02,android
Christy Smith,4,Only issue is it doesn't work right with my password auto fill app. Otherwise great,2023-01-24T07:24:42-08:00,2022.09.02,android
existing user,5,Love not having to go to the bank anymore.,2023-01-23T08:46:44-08:00,Unknown,android
Bobbie Eastman,3,Difficult to use. Mobile deposit camera is poor.,2023-01-20T15:43:15-08:00,2022.09.02,android
Dan Garrison,5,Being able to handle online banking from my phone is awesome.,2023-01-18T15:10:36-08:00,2022.09.02,android
Hannington Kioli,5,The best experience know easy to use and understand,2023-01-18T09:15:52-08:00,2022.09.02,android
Kelly,2,Buggy. Login crashes. Account notifications take 6 days to send. 6 days. What good is that?,2023-01-17T17:57:13-08:00,2022.09.02,android
Della Rezen,5,So convenient.,2023-01-17T15:20:39-08:00,2022.09.02,android
Andrew McCarl,5,"3 year update: The following is still true,, perhaps more true... This is the best banking app that I have. I interact with three institutions, and I like Community America's app the most.",2023-01-15T18:33:15-08:00,2022.09.02,android
Sean H,4,"If you bank here get the app, It's worth it. They hardly let me down, Transaction history on point with all activity. 24/7 Support is fantastic. Go Chiefs!!",2023-01-15T11:17:39-08:00,2022.09.02,android
Johnna R,5,Rather satisfied with this banking app. Banking with the credit union has been wonderful and easy for my teens to get accounts thank you,2023-01-15T00:35:07-08:00,2022.09.02,android
Suzanne May,5,Easy,2023-01-14T09:02:20-08:00,2022.09.02,android
Donnie Roberson,1,I hate this app now can't do person-to-person money transfer and depositing a check it's a nightmare. I'm even considering changing Banks,2023-01-13T14:15:07-08:00,2022.09.02,android
Tumaini Korodi,4,It is easy to use,2023-01-13T05:24:01-08:00,2022.09.02,android
Aaron S Nitsch,5,Absolutely love the simplicity of this online banking app Community America CU has outdone themselves,2023-01-12T23:05:20-08:00,Unknown,android
John Robards,5,Extremely easy to use and navigate inside the app. 5+ stars.,2023-01-11T22:13:46-08:00,2022.09.02,android
Shantel,5,It's the easiest banking app to use!,2023-01-10T16:02:47-08:00,Unknown,android
A Google user,5,Excellent service,2023-01-05T12:16:11-08:00,2022.09.02,android
Fredrick Kiarie,4,You get the cash in question appropriate tly,2023-01-05T09:27:54-08:00,2022.09.02,android
kenneth johnson,5,Easy to use.,2023-01-05T07:50:21-08:00,2022.09.02,android
David Allman,2,"They really messed everything up when they updated the software. Harder to use than before, then they added zelle possibly the most hacked money exchange app on the planet.",2023-01-04T22:37:49-08:00,2022.09.02,android
Joseph Owens,5,App has simple needs,2023-01-04T17:44:12-08:00,Unknown,android
Sam Gooden,5,Really easy to use,2023-01-03T17:54:39-08:00,2022.09.02,android
big ray,5,Awesome,2023-01-03T16:43:49-08:00,Unknown,android
Jen Johnson,5,Very easy to use,2023-01-02T22:00:39-08:00,2022.09.02,android
Jason Nelles,5,"Very simple and the menu layout makes sense and is easy to learn, just as it should be. Easy to use with great tools, including, what has been very useful for me, auto-capture image check cashing.",2023-01-02T04:52:17-08:00,2022.09.02,android
Jeremy Sutton,5,Love it. So easy to use and keep track of my accounts.,2023-01-01T09:25:05-08:00,2022.09.02,android
Scott Trosper,5,Very handy,2022-12-31T10:34:18-08:00,2022.09.02,android
Kelly Woods,5,Very user friendly!,2022-12-30T12:16:31-08:00,2022.09.02,android
Ann Reeves,5,"Love it, very convenient & user friendly. Very easy to navigate. Makes keeping track of funds much easier.",2022-12-30T11:37:24-08:00,2022.09.02,android
Christina Motley,5,A gréat bank,2022-12-30T03:16:20-08:00,2022.09.02,android
Mitch Reed,5,It's like having a bank teller in your pocket... aside from not being able to withdraw cash.,2022-12-29T21:41:28-08:00,2022.09.02,android
Paul Bishop,5,Good,2022-12-29T19:23:43-08:00,2022.09.02,android
Linda Williams,5,My transfer was quick and easy,2022-12-28T16:21:13-08:00,2022.09.02,android
Pat Cromley,5,Fabulous. I get a check and two minutes later it's in my account.,2022-12-28T15:19:18-08:00,Unknown,android
Leland Abraham,5,Easy to use and super convenient,2022-12-27T16:26:04-08:00,2022.09.02,android
Viola Reko,5,Easy to use!,2022-12-26T13:27:00-08:00,2022.09.02,android
Jay O'Brien,2,With the new update I can't see all my accounts on one screen anymore. SUPER inconvenient. Have to log into 3 accts separately and can't transfer money between them without going to a desktop to add each acct to each of the 3 accts. Why??? Looking at other banking apps that are more customer-friendly.,2022-12-26T11:48:45-08:00,2022.09.02,android
Judy Farnsworth,5,Very easy and convenient to use.,2022-12-24T15:50:39-08:00,2022.09.02,android
Toniette Davis,5,Everything is great I can move money from one account to another and if there doing a update to the system they send you a message just a great place to bank.,2022-12-24T07:45:45-08:00,2022.06.01,android
Sunny Sanders,2,Put the biometric lock back 🙏,2022-12-23T20:57:30-08:00,2022.09.02,android
Tim Roberts,3,"I always struggle to get the back of check pic. for mobile deposit. I thought it was my phone, but I just got a brand new phone and have the same issue... Otherwise I like the App",2022-12-23T12:52:45-08:00,2022.09.02,android
Tim H,1,Crashes and times out more than it actually works. Rejects all of my attempts to deposit by phone. Needs some major updating.,2022-12-23T12:43:05-08:00,2022.09.02,android
Beverly Gier,5,Excellent! Merry Christmas!,2022-12-23T09:08:22-08:00,2022.09.02,android
Carl Stafford,4,Very simple app. Very accessible. Very user friendly.,2022-12-22T08:03:48-08:00,2022.09.02,android
Aaron Moss,5,Works well,2022-12-21T11:07:46-08:00,2022.09.02,android
Brett Svoboda,5,"Great app, never had a problem. Only complaint is that I can't transfer funds between non-linked Community America accounts",2022-12-19T20:45:39-08:00,2022.09.02,android
Taylor S,4,Wish there was a way to label transfers in the app.,2022-12-18T21:29:36-08:00,2022.09.02,android
Scott Pequin,5,I love how easy it is to use and how safe it is.,2022-12-18T10:10:50-08:00,2022.09.02,android
Betheny Clark,5,I love how easy this app is to use! I have access to all my accounts in one place!,2022-12-17T23:44:39-08:00,2022.09.02,android
mark m,5,"Convenient and efficient, just wish I could still have personal and business accounts on same page.",2022-12-16T21:33:50-08:00,2022.09.02,android
diamond gamer,5,Great bank and app,2022-12-16T21:28:06-08:00,2022.09.02,android
Virgil Patterson,5,Easy to use,2022-12-16T18:03:25-08:00,2022.09.02,android
Marcy Deborah Acuff,5,Excellent Alternative to Banking,2022-12-16T12:19:16-08:00,2022.09.02,android
Larry Wyatt,4,Have come a very long way and keeps getting better. The free mobile deposit is awesome. Only update that I can appreciate is the ability to change a bill payment.,2022-12-16T07:49:28-08:00,2022.09.02,android
Cheynene Marshall,5,I love it!!! Thank you for such a smooth process.,2022-12-16T06:16:10-08:00,2022.09.02,android
Aaron G,5,"Great App, Fast efficient way to check the little amount of skrilla I have and super easy for my wife to transfer money to her checking in a few swipes! Highly recommended!",2022-12-15T10:59:35-08:00,2022.09.02,android
Luke Kennedy-Eker,5,"Almost always works great, and instant transfer. Only a few times have I opened the app to find it down, but it's still really good.",2022-12-15T07:43:52-08:00,Unknown,android
Hanna Herndon,5,10/10 Recommend! Depositing checks via the app and being able to see my mortgage and other accounts is incredibly handy!,2022-12-14T19:32:33-08:00,2022.09.02,android
Jimmie Holman,5,Good,2022-12-14T10:27:28-08:00,2022.06.01,android
Bill Snow,5,User Friendly,2022-12-14T09:26:57-08:00,2022.09.02,android
William Hornburg,5,This Bank is awesome it's the best bank in the whole wide world I love this bank with all of my heart I will never use another bank ever in my life but this one but y'all need to do some updates on this app it's killing me but other than that I love this Bank this is the best bank in the whole wide world this bank has saved me so much money in the last 5 years it's unbelievable I recommend this bank to anybody and everybody,2022-12-14T04:00:35-08:00,2022.09.02,android
